order_date,market,region,product_category,product,estimated_cost,estimated_gross_profit,estimated_net_profit,estimated_sales,cost,inventory,gross_profit,net_profit,sales
2011-06-01,Retail,South,Espresso,Decaf Espresso,90,140,90,230,111,767,167,137,276
2011-06-01,Wholesale,South,Herbal tea,Chamomile,40,70,40,110,50,397,68,33,117
2011-06-01,Wholesale,South,Herbal tea,Lemon,30,60,30,90,38,414,55,28,92
2011-06-01,Wholesale,South,Coffee,Columbian,300,360,270,660,244,1213,288,265,527
2011-06-01,Wholesale,South,Coffee,Decaf Irish Cream,100,130,100,230,83,574,107,94,188
2011-06-01,Wholesale,South,Espresso,Caffe Latte,40,70,40,110,54,-321,81,46,134
2011-06-01,Wholesale,South,Espresso,Caffe Mocha,90,140,120,230,113,897,163,166,274
2011-06-01,Wholesale,South,Espresso,Decaf Espresso,80,110,90,190,94,562,136,137,228
2011-06-01,Retail,West,Herbal tea,Chamomile,40,80,50,120,56,302,82,58,137
2011-06-01,Retail,West,Herbal tea,Lemon,50,80,50,130,62,436,94,58,155
2011-06-01,Retail,West,Herbal tea,Mint,90,30,-10,120,116,1142,25,-46,140
2011-06-01,Retail,West,Tea,Darjeeling,30,50,0,80,52,313,73,-4,124
2011-06-01,Retail,West,Tea,Earl Grey,20,40,20,60,41,239,55,19,95
2011-06-01,Retail,West,Tea,Green Tea,20,30,10,50,35,204,43,-4,77
2011-06-01,Retail,West,Espresso,Caffe Latte,30,50,40,80,36,828,53,43,88
2011-06-01,Retail,West,Espresso,Caffe Mocha,40,60,40,100,48,593,63,48,110
2011-06-01,Retail,West,Espresso,Decaf Espresso,30,50,40,80,37,876,55,47,91
2011-06-01,Retail,West,Coffee,Amaretto,80,90,60,170,65,1042,77,50,141
2011-06-01,Retail,West,Coffee,Columbian,50,80,50,130,46,367,62,26,107
2011-06-01,Retail,West,Coffee,Decaf Irish Cream,90,120,70,210,76,580,93,44,167
2011-06-01,Wholesale,West,Herbal tea,Chamomile,100,160,140,260,123,947,178,184,298
2011-06-01,Wholesale,West,Herbal tea,Lemon,200,260,190,460,244,1213,288,265,527
2011-06-01,Wholesale,West,Herbal tea,Mint,70,90,60,160,83,574,107,92,188
2011-06-01,Wholesale,West,Tea,Darjeeling,70,110,90,180,113,897,163,166,274
2011-06-01,Wholesale,West,Tea,Earl Grey,60,90,80,150,94,562,136,135,228
2011-06-01,Wholesale,West,Tea,Green Tea,30,60,30,90,54,641,81,44,134
2011-06-01,Wholesale,West,Espresso,Caffe Latte,240,260,180,500,260,1715,261,228,516
2011-06-01,Wholesale,West,Espresso,Caffe Mocha,130,200,50,330,144,874,201,50,342
2011-06-01,Wholesale,West,Espresso,Decaf Espresso,260,340,230,600,272,1616,362,331,628
2011-06-01,Wholesale,West,Coffee,Amaretto,170,-50,-110,120,141,1514,-45,-156,95
2011-06-01,Wholesale,West,Coffee,Columbian,440,670,500,1110,356,2476,534,493,882
2011-06-01,Wholesale,West,Coffee,Decaf Irish Cream,250,-40,-140,210,200,2393,-31,-196,167
2011-06-01,Retail,West,Herbal tea,Chamomile,120,180,50,300,144,874,201,51,342
2011-06-01,Retail,West,Herbal tea,Lemon,170,250,170,420,200,1095,278,229,474
2011-06-01,Retail,West,Herbal tea,Mint,120,180,130,300,141,764,204,188,342
2011-06-01,Retail,West,Tea,Darjeeling,170,260,190,430,272,1616,362,333,628
2011-06-01,Retail,West,Tea,Earl Grey,170,180,120,350,260,1715,261,228,516
2011-06-01,Retail,West,Tea,Green Tea,170,-170,-250,0,271,4507,-271,-509,37
2011-06-01,Retail,West,Espresso,Caffe Latte,0,40,30,40,0,602,43,43,43
2011-06-01,Retail,West,Espresso,Caffe Mocha,20,30,20,50,23,843,35,25,57
2011-06-01,Retail,West,Espresso,Decaf Espresso,20,30,20,50,21,798,32,21,53
2011-06-01,Retail,West,Coffee,Columbian,40,60,20,100,36,236,46,0,81
2011-06-01,Retail,West,Coffee,Decaf Irish Cream,40,40,20,80,32,996,38,11,69
2011-06-01,Retail,West,Herbal tea,Chamomile,20,40,40,60,28,816,41,30,68
2011-06-01,Retail,West,Herbal tea,Lemon,30,50,30,80,43,597,56,41,98
2011-06-01,Retail,West,Tea,Darjeeling,10,10,10,20,18,478,26,12,44
2011-06-01,Retail,West,Tea,Earl Grey,70,110,70,180,111,767,167,138,276
2011-06-01,Retail,West,Tea,Green Tea,70,120,80,190,118,636,164,145,279
2011-06-01,Retail,West,Espresso,Caffe Latte,40,70,30,110,51,396,64,15,114
2011-06-01,Retail,West,Espresso,Caffe Mocha,40,70,40,110,50,397,68,33,117
2011-06-01,Retail,West,Espresso,Decaf Espresso,140,140,90,280,149,1245,149,115,295
2011-06-01,Retail,West,Coffee,Amaretto,50,80,30,130,44,496,63,-8,106
2011-06-01,Retail,West,Coffee,Columbian,50,90,40,140,47,456,65,6,111
2011-06-01,Retail,West,Coffee,Decaf Irish Cream,40,70,40,110,38,414,55,28,92
2011-06-01,Retail,West,Herbal tea,Chamomile,70,130,90,200,92,1102,140,109,230
2011-06-01,Retail,West,Herbal tea,Lemon,30,60,50,90,43,822,64,55,106
2011-06-01,Retail,West,Tea,Darjeeling,30,50,30,80,47,371,78,57,124
2011-06-01,Retail,West,Tea,Earl Grey,20,40,20,60,40,443,59,33,98
2011-06-01,Retail,West,Tea,Green Tea,30,50,0,80,53,597,75,-4,127
2011-06-01,Retail,West,Espresso,Caffe Latte,40,60,40,100,48,593,62,47,109
2011-06-01,Retail,West,Espresso,Caffe Mocha,50,70,20,120,59,377,74,25,132
2011-06-01,Retail,West,Espresso,Decaf Espresso,70,90,60,160,81,1046,96,68,175
2011-06-01,Retail,West,Coffee,Columbian,90,150,110,240,79,425,114,91,191
2011-06-01,Retail,West,Coffee,Decaf Irish Cream,130,200,90,330,110,665,154,33,262
2011-07-01,Wholesale,Central,Herbal tea,Chamomile,120,130,80,250,145,1304,146,112,288
2011-07-01,Wholesale,Central,Herbal tea,Lemon,30,50,0,80,39,517,56,-14,94
2011-07-01,Wholesale,Central,Herbal tea,Mint,40,50,20,90,47,420,63,29,109
2011-07-01,Wholesale,Central,Tea,Darjeeling,40,60,20,100,51,419,64,17,114
2011-07-01,Wholesale,Central,Tea,Earl Grey,40,50,20,90,50,1051,59,32,108
2011-07-01,Wholesale,Central,Tea,Green Tea,30,50,30,80,41,592,53,37,93
2011-07-01,Wholesale,Central,Coffee,Amaretto,110,150,120,260,104,952,152,153,254
2011-07-01,Wholesale,Central,Coffee,Columbian,90,110,80,200,87,564,112,98,197
2011-07-01,Wholesale,Central,Coffee,Decaf Irish Cream,130,190,150,320,127,1007,185,192,309
2011-07-01,Wholesale,Central,Espresso,Caffe Mocha,100,170,140,270,94,608,136,135,228
2011-07-01,Wholesale,Central,Espresso,Decaf Espresso,60,90,50,150,52,668,79,43,130
2011-07-01,Wholesale,Central,Herbal tea,Chamomile,80,140,120,220,104,952,152,153,254
2011-07-01,Wholesale,Central,Herbal tea,Lemon,70,100,70,170,87,564,112,99,197
2011-07-01,Wholesale,Central,Herbal tea,Mint,100,170,150,270,127,1007,185,192,309
2011-07-01,Wholesale,Central,Tea,Darjeeling,80,120,90,200,94,608,136,137,228
2011-07-01,Wholesale,Central,Tea,Earl Grey,40,70,30,110,52,668,79,43,130
2011-07-01,Wholesale,Central,Coffee,Columbian,250,340,230,590,238,1190,329,287,562
2011-07-01,Wholesale,Central,Coffee,Decaf Irish Cream,160,230,170,390,154,833,222,207,373
2011-07-01,Wholesale,Central,Espresso,Caffe Mocha,330,470,340,800,291,1742,387,357,672
2011-07-01,Wholesale,Central,Espresso,Decaf Espresso,300,320,220,620,266,1819,266,232,527
2011-07-01,Retail,Central,Herbal tea,Chamomile,250,340,240,590,291,1742,387,356,672
2011-07-01,Retail,Central,Herbal tea,Lemon,130,200,150,330,154,833,222,207,373
2011-07-01,Retail,Central,Tea,Darjeeling,220,240,150,460,266,1819,266,230,527
2011-07-01,Retail,Central,Tea,Earl Grey,230,290,170,520,270,1834,332,272,597
2011-07-01,Retail,Central,Coffee,Amaretto,20,40,30,60,25,854,36,23,60
2011-07-01,Retail,Central,Coffee,Columbian,30,40,20,70,34,1010,41,12,74
2011-07-01,Retail,Central,Coffee,Decaf Irish Cream,20,30,20,50,23,605,31,17,54
2011-07-01,Retail,Central,Espresso,Caffe Mocha,20,30,20,50,20,808,29,18,49
2011-07-01,Retail,Central,Espresso,Decaf Espresso,0,50,40,50,0,559,43,43,43
2011-07-01,Retail,Central,Herbal tea,Chamomile,50,70,10,120,59,338,82,-1,140
2011-07-01,Retail,Central,Herbal tea,Lemon,100,40,0,140,120,1334,49,-17,167
2011-07-01,Retail,Central,Tea,Darjeeling,30,60,30,90,44,258,59,23,102
2011-07-01,Retail,Central,Tea,Earl Grey,30,40,0,70,40,219,49,1,88
2011-07-01,Retail,Central,Tea,Green Tea,30,40,0,70,36,252,46,0,81
2011-07-01,Retail,Central,Coffee,Columbian,80,90,40,170,76,613,93,43,167
2011-07-01,Retail,Central,Coffee,Decaf Irish Cream,60,70,40,130,60,1070,72,44,131
2011-07-01,Retail,Central,Espresso,Caffe Mocha,40,60,40,100,35,894,52,44,86
2011-07-01,Retail,Central,Espresso,Decaf Espresso,40,70,50,110,39,845,57,48,95
2011-07-01,Wholesale,Central,Herbal tea,Chamomile,10,20,20,30,18,486,26,12,44
2011-07-01,Wholesale,Central,Herbal tea,Lemon,10,40,40,50,23,868,34,22,56
2011-07-01,Wholesale,Central,Tea,Darjeeling,90,160,100,250,114,822,172,144,283
2011-07-01,Wholesale,Central,Tea,Earl Grey,120,170,110,290,141,692,195,177,333
2011-07-01,Wholesale,Central,Espresso,Decaf Espresso,50,80,30,130,51,419,64,15,114
2011-07-01,Wholesale,Central,Coffee,Amaretto,40,70,40,110,47,420,63,28,109
2011-07-01,Wholesale,Central,Coffee,Columbian,30,50,30,80,34,432,51,25,84
2011-07-01,Wholesale,Central,Coffee,Decaf Irish Cream,40,50,0,90,39,517,56,-12,94
2011-07-01,Wholesale,Central,Espresso,Caffe Mocha,160,180,120,340,145,1304,146,112,288
2011-07-01,Retail,Central,Herbal tea,Chamomile,30,60,40,90,39,380,65,40,103
2011-07-01,Retail,Central,Herbal tea,Lemon,50,70,60,120,59,870,85,80,143
2011-07-01,Retail,Central,Tea,Darjeeling,30,40,10,70,36,462,54,29,89
2011-07-01,Retail,Central,Tea,Earl Grey,40,50,0,90,47,622,66,-8,112
2011-07-01,Retail,Central,Espresso,Decaf Espresso,50,80,60,130,50,587,65,50,114
2011-07-01,Retail,Central,Coffee,Amaretto,60,70,20,130,59,403,74,25,132
2011-07-01,Retail,Central,Coffee,Columbian,130,180,60,310,124,717,173,44,294
2011-07-01,Retail,Central,Coffee,Decaf Irish Cream,100,130,80,230,97,575,130,98,225
2011-07-01,Retail,Central,Espresso,Caffe Mocha,90,130,90,220,86,1081,103,77,187
2011-07-01,Retail,East,Herbal tea,Lemon,50,80,40,130,76,613,93,44,167
2011-07-01,Retail,East,Herbal tea,Mint,40,60,40,100,60,1070,72,46,131
2011-07-01,Retail,East,Tea,Darjeeling,30,60,50,90,35,894,52,44,86
2011-07-01,Retail,East,Tea,Green Tea,20,30,20,50,20,814,31,21,51
2011-07-01,Retail,East,Espresso,Caffe Mocha,40,70,20,110,47,622,66,-7,112
2011-07-01,Retail,East,Espresso,Decaf Espresso,40,50,20,90,43,388,57,22,99
2011-07-01,Retail,East,Coffee,Columbian,80,130,90,210,90,1148,135,104,223
2011-07-01,Wholesale,East,Herbal tea,Chamomile,30,50,30,80,50,587,65,50,114
2011-07-01,Wholesale,East,Herbal tea,Lemon,40,60,30,100,59,403,74,26,132
2011-07-01,Wholesale,East,Herbal tea,Mint,60,80,50,140,86,1081,103,76,187
2011-07-01,Wholesale,East,Tea,Darjeeling,40,70,50,110,45,885,65,57,109
2011-07-01,Wholesale,East,Tea,Green Tea,60,90,70,150,59,870,85,80,143
2011-07-01,Wholesale,East,Espresso,Caffe Mocha,110,180,60,290,124,717,173,44,294
2011-07-01,Wholesale,East,Espresso,Decaf Espresso,90,130,80,220,97,575,130,98,225
2011-07-01,Wholesale,East,Coffee,Columbian,100,170,120,270,114,822,172,144,283
2011-07-01,Wholesale,East,Coffee,Decaf Irish Cream,130,180,130,310,141,692,195,178,333
2011-07-01,Wholesale,East,Herbal tea,Lemon,30,50,20,80,51,419,64,15,114
2011-07-01,Wholesale,East,Tea,Darjeeling,20,40,30,60,23,868,34,22,56
2011-07-01,Wholesale,East,Tea,Green Tea,10,30,20,40,18,486,26,12,44
2011-07-01,Wholesale,East,Espresso,Caffe Mocha,30,70,20,100,39,560,72,10,110
2011-07-01,Wholesale,East,Espresso,Regular Espresso,130,150,100,280,145,1304,146,112,288
2011-07-01,Wholesale,East,Coffee,Columbian,40,590,560,630,52,-1493,613,778,659
2011-07-01,Retail,East,Herbal tea,Lemon,20,40,10,60,36,252,46,0,81
2011-07-01,Retail,East,Tea,Darjeeling,20,40,30,60,25,854,36,23,60
2011-07-01,Retail,East,Tea,Green Tea,0,40,30,40,0,559,43,43,43
2011-07-01,Retail,East,Espresso,Caffe Mocha,50,80,10,130,59,338,82,-1,140
2011-07-01,Retail,East,Espresso,Regular Espresso,30,50,10,80,40,219,49,0,88
2011-07-01,Retail,East,Coffee,Amaretto,50,90,70,140,61,329,90,68,150
2011-07-01,Retail,East,Coffee,Columbian,60,90,60,150,64,467,96,59,159
2011-07-01,Wholesale,East,Herbal tea,Lemon,200,410,310,610,270,1781,523,536,786
2011-07-01,Wholesale,East,Herbal tea,Mint,190,-40,-110,150,260,3076,-62,-226,196
2011-07-01,Wholesale,East,Tea,Darjeeling,130,200,160,330,127,1007,185,190,309
2011-07-01,Wholesale,East,Tea,Earl Grey,110,160,120,270,104,952,152,153,254
2011-07-01,Wholesale,East,Tea,Green Tea,90,150,120,240,94,608,136,135,228
2011-07-01,Wholesale,East,Espresso,Caffe Mocha,150,-80,-240,70,162,2321,-85,-367,76
2011-07-01,Wholesale,East,Espresso,Regular Espresso,250,280,190,530,266,1355,280,251,541
2011-07-01,Wholesale,East,Coffee,Columbian,340,520,370,860,364,2654,548,511,904
2011-07-01,Retail,South,Herbal tea,Chamomile,40,60,40,100,46,587,60,44,105
2011-07-01,Retail,South,Herbal tea,Lemon,70,90,40,160,76,613,93,43,167
2011-07-01,Retail,South,Coffee,Columbian,50,70,50,120,40,843,59,50,98
2011-07-01,Retail,South,Coffee,Decaf Irish Cream,70,110,90,180,59,870,85,80,143
2011-07-01,Retail,South,Espresso,Caffe Latte,40,50,0,90,47,-395,66,-8,112
2011-07-01,Retail,South,Espresso,Caffe Mocha,30,50,30,80,39,380,65,41,103
2011-07-01,Retail,South,Espresso,Decaf Espresso,30,40,20,70,36,462,54,29,89
2011-07-01,Retail,South,Herbal tea,Chamomile,20,30,20,50,25,854,36,23,60
2011-07-01,Retail,South,Herbal tea,Lemon,30,40,20,70,34,1010,41,14,74
2011-07-01,Retail,South,Coffee,Columbian,80,120,70,200,64,467,96,61,159
2011-07-01,Retail,South,Coffee,Decaf Irish Cream,150,60,10,210,120,1334,49,-15,167
2011-07-01,Retail,South,Espresso,Caffe Latte,30,40,10,70,40,-258,49,1,88
2011-07-01,Retail,South,Espresso,Caffe Mocha,50,70,0,120,59,338,82,-1,140
2011-07-01,Retail,South,Espresso,Decaf Espresso,30,50,20,80,44,258,59,25,102
2011-07-01,Retail,South,Herbal tea,Chamomile,50,80,30,130,59,403,74,26,132
2011-07-01,Retail,South,Herbal tea,Lemon,110,180,60,290,124,717,173,44,294
2011-07-01,Retail,South,Coffee,Columbian,50,60,40,110,41,592,53,39,93
2011-07-01,Retail,South,Coffee,Decaf Irish Cream,20,50,40,70,23,868,34,22,56
2011-07-01,Retail,South,Espresso,Caffe Latte,120,160,110,280,141,-942,195,177,333
2011-07-01,Retail,South,Espresso,Caffe Mocha,10,20,20,30,18,486,26,12,44
2011-07-01,Retail,South,Espresso,Decaf Espresso,90,150,100,240,114,822,172,142,283
2011-07-01,Wholesale,South,Herbal tea,Chamomile,40,60,30,100,47,420,63,28,109
2011-07-01,Wholesale,South,Herbal tea,Lemon,30,50,30,80,34,432,51,26,84
2011-07-01,Wholesale,South,Coffee,Columbian,320,380,290,700,260,1319,307,284,562
2011-07-01,Wholesale,South,Coffee,Decaf Irish Cream,100,140,110,240,87,564,112,98,197
2011-07-01,Wholesale,South,Espresso,Caffe Latte,40,70,40,110,52,-456,79,41,130
2011-07-01,Wholesale,South,Espresso,Caffe Mocha,80,140,120,220,104,952,152,155,254
2011-07-01,Wholesale,South,Espresso,Decaf Espresso,80,110,90,190,94,608,136,135,228
2011-07-01,Retail,West,Tea,Earl Grey,20,50,30,70,44,258,59,23,102
2011-07-01,Retail,West,Tea,Green Tea,20,40,20,60,40,219,49,1,88
2011-07-01,Retail,West,Herbal tea,Chamomile,50,80,60,130,61,329,90,66,150
2011-07-01,Retail,West,Herbal tea,Lemon,50,90,60,140,64,467,96,61,159
2011-07-01,Retail,West,Herbal tea,Mint,100,40,-10,140,120,1334,49,-17,167
2011-07-01,Retail,West,Tea,Darjeeling,30,60,10,90,59,338,82,0,140
2011-07-01,Retail,West,Coffee,Amaretto,70,90,60,160,60,1070,72,44,131
2011-07-01,Retail,West,Coffee,Columbian,50,70,40,120,43,388,57,22,99
2011-07-01,Retail,West,Coffee,Decaf Irish Cream,90,120,70,210,76,613,93,43,167
2011-07-01,Retail,West,Espresso,Caffe Latte,30,60,50,90,39,845,57,50,95
2011-07-01,Retail,West,Espresso,Caffe Mocha,40,60,40,100,46,587,60,44,105
2011-07-01,Retail,West,Espresso,Decaf Espresso,30,50,40,80,35,894,52,43,86
2011-07-01,Wholesale,West,Tea,Earl Grey,60,90,80,150,94,608,136,135,228
2011-07-01,Wholesale,West,Tea,Green Tea,30,50,20,80,52,668,79,41,130
2011-07-01,Wholesale,West,Herbal tea,Chamomile,100,170,150,270,127,1007,185,192,309
2011-07-01,Wholesale,West,Herbal tea,Lemon,220,270,200,490,260,1319,307,283,562
2011-07-01,Wholesale,West,Herbal tea,Mint,70,100,70,170,87,564,112,99,197
2011-07-01,Wholesale,West,Tea,Darjeeling,60,110,100,170,104,952,152,155,254
2011-07-01,Wholesale,West,Coffee,Amaretto,190,-90,-150,100,154,1832,-67,-190,86
2011-07-01,Wholesale,West,Coffee,Columbian,450,690,530,1140,364,2654,548,511,904
2011-07-01,Wholesale,West,Coffee,Decaf Irish Cream,290,-40,-150,250,238,2797,-36,-217,200
2011-07-01,Wholesale,West,Espresso,Caffe Latte,250,260,170,510,266,1819,266,230,527
2011-07-01,Wholesale,West,Espresso,Caffe Mocha,150,220,60,370,162,943,225,62,384
2011-07-01,Wholesale,West,Espresso,Decaf Espresso,270,380,260,650,291,1742,387,357,672
2011-07-01,Retail,West,Tea,Darjeeling,190,270,190,460,291,1742,387,356,672
2011-07-01,Retail,West,Tea,Earl Grey,170,190,130,360,266,1819,266,232,527
2011-07-01,Retail,West,Tea,Green Tea,170,-170,-250,0,270,5230,-270,-522,27
2011-07-01,Retail,West,Herbal tea,Chamomile,130,210,70,340,162,943,225,62,384
2011-07-01,Retail,West,Herbal tea,Lemon,200,290,200,490,238,1190,329,287,562
2011-07-01,Retail,West,Herbal tea,Mint,130,200,150,330,154,833,222,207,373
2011-07-01,Retail,West,Coffee,Columbian,40,60,20,100,36,252,46,-1,81
2011-07-01,Retail,West,Coffee,Decaf Irish Cream,40,50,30,90,34,1010,41,12,74
2011-07-01,Retail,West,Espresso,Caffe Latte,0,40,30,40,0,559,43,44,43
2011-07-01,Retail,West,Espresso,Caffe Mocha,20,30,20,50,25,854,36,23,60
2011-07-01,Retail,West,Espresso,Decaf Espresso,10,30,20,40,20,808,29,17,49
2011-07-01,Retail,West,Tea,Darjeeling,10,10,10,20,18,486,26,12,44
2011-07-01,Retail,West,Tea,Earl Grey,70,120,80,190,114,822,172,144,283
2011-07-01,Retail,West,Tea,Green Tea,90,130,90,220,141,692,195,178,333
2011-07-01,Retail,West,Herbal tea,Chamomile,20,40,40,60,30,829,44,33,73
2011-07-01,Retail,West,Herbal tea,Lemon,30,50,30,80,41,592,53,37,93
2011-07-01,Retail,West,Coffee,Amaretto,40,70,20,110,39,517,56,-14,94
2011-07-01,Retail,West,Coffee,Columbian,40,70,20,110,39,478,55,0,93
2011-07-01,Retail,West,Coffee,Decaf Irish Cream,40,60,40,100,34,432,51,25,84
2011-07-01,Retail,West,Espresso,Caffe Latte,40,70,30,110,51,419,64,17,114
2011-07-01,Retail,West,Espresso,Caffe Mocha,40,60,30,100,47,420,63,28,109
2011-07-01,Retail,West,Espresso,Decaf Espresso,130,140,90,270,145,1304,146,112,288
2011-07-01,Retail,West,Tea,Darjeeling,20,50,30,70,39,380,65,40,103
2011-07-01,Retail,West,Tea,Earl Grey,20,40,30,60,36,462,54,28,89
2011-07-01,Retail,West,Tea,Green Tea,30,40,0,70,47,622,66,-7,112
2011-07-01,Retail,West,Herbal tea,Chamomile,70,120,80,190,90,1148,135,104,223
2011-07-01,Retail,West,Herbal tea,Lemon,30,50,50,80,40,843,59,51,98
2011-07-01,Retail,West,Coffee,Columbian,100,160,120,260,86,463,125,104,209
2011-07-01,Retail,West,Coffee,Decaf Irish Cream,150,220,100,370,124,717,173,43,294
2011-07-01,Retail,West,Espresso,Caffe Latte,40,70,50,110,50,587,65,50,114
2011-07-01,Retail,West,Espresso,Caffe Mocha,50,70,20,120,59,403,74,25,132
2011-07-01,Retail,West,Espresso,Decaf Espresso,80,100,70,180,86,1081,103,77,187
2011-08-01,Wholesale,Central,Herbal tea,Chamomile,120,130,80,250,145,1292,146,113,288
2011-08-01,Wholesale,Central,Herbal tea,Lemon,30,40,0,70,37,513,52,-14,88
2011-08-01,Wholesale,Central,Herbal tea,Mint,30,60,30,90,46,415,62,28,107
2011-08-01,Wholesale,Central,Tea,Darjeeling,40,50,10,90,49,414,60,12,108
2011-08-01,Wholesale,Central,Tea,Earl Grey,30,50,20,80,41,1046,50,22,90
2011-08-01,Wholesale,Central,Tea,Green Tea,50,80,50,130,68,587,87,73,154
2011-08-01,Wholesale,Central,Coffee,Amaretto,130,180,140,310,123,941,178,184,298
2011-08-01,Wholesale,Central,Coffee,Columbian,50,70,50,120,52,554,68,54,119
2011-08-01,Wholesale,Central,Coffee,Decaf Irish Cream,130,200,160,330,132,994,191,199,320
2011-08-01,Wholesale,Central,Espresso,Caffe Mocha,110,170,130,280,100,598,145,145,243
2011-08-01,Wholesale,Central,Espresso,Decaf Espresso,60,90,50,150,52,662,79,41,130
2011-08-01,Wholesale,Central,Herbal tea,Chamomile,100,160,140,260,123,941,178,182,298
2011-08-01,Wholesale,Central,Herbal tea,Lemon,40,60,40,100,52,554,68,54,119
2011-08-01,Wholesale,Central,Herbal tea,Mint,110,170,140,280,132,994,191,197,320
2011-08-01,Wholesale,Central,Tea,Darjeeling,80,130,100,210,100,598,145,145,243
2011-08-01,Wholesale,Central,Tea,Earl Grey,40,70,30,110,52,662,79,41,130
2011-08-01,Wholesale,Central,Coffee,Columbian,200,290,190,490,196,1167,271,225,463
2011-08-01,Wholesale,Central,Coffee,Decaf Irish Cream,160,230,170,390,154,817,222,207,373
2011-08-01,Wholesale,Central,Espresso,Caffe Mocha,340,470,340,810,295,1714,392,362,681
2011-08-01,Wholesale,Central,Espresso,Decaf Espresso,300,320,220,620,266,1797,266,230,527
2011-08-01,Retail,Central,Herbal tea,Chamomile,250,350,250,600,295,1714,392,362,681
2011-08-01,Retail,Central,Herbal tea,Lemon,130,200,150,330,154,817,222,208,373
2011-08-01,Retail,Central,Tea,Darjeeling,220,240,150,460,266,1797,266,230,527
2011-08-01,Retail,Central,Tea,Earl Grey,240,310,180,550,284,1809,348,286,626
2011-08-01,Retail,Central,Coffee,Amaretto,20,40,30,60,25,851,38,26,62
2011-08-01,Retail,Central,Coffee,Columbian,40,50,20,90,41,1007,49,21,89
2011-08-01,Retail,Central,Coffee,Decaf Irish Cream,10,20,10,30,14,602,18,1,32
2011-08-01,Retail,Central,Espresso,Caffe Mocha,20,40,30,60,23,806,35,25,57
2011-08-01,Retail,Central,Espresso,Decaf Espresso,0,50,40,50,0,516,43,43,43
2011-08-01,Retail,Central,Herbal tea,Chamomile,50,80,20,130,63,332,88,3,150
2011-08-01,Retail,Central,Herbal tea,Lemon,100,20,-20,120,120,1439,19,-57,138
2011-08-01,Retail,Central,Tea,Darjeeling,30,60,30,90,45,253,60,26,104
2011-08-01,Retail,Central,Tea,Earl Grey,20,30,-10,50,29,215,36,-12,64
2011-08-01,Retail,Central,Tea,Green Tea,30,40,0,70,38,248,48,1,85
2011-08-01,Retail,Central,Coffee,Columbian,70,90,40,160,72,606,88,37,159
2011-08-01,Retail,Central,Coffee,Decaf Irish Cream,50,60,30,110,50,1064,60,33,109
2011-08-01,Retail,Central,Espresso,Caffe Mocha,30,60,40,90,34,890,49,40,82
2011-08-01,Retail,Central,Espresso,Decaf Espresso,30,60,50,90,32,841,48,39,79
2011-08-01,Wholesale,Central,Herbal tea,Chamomile,10,20,20,30,16,484,25,12,41
2011-08-01,Wholesale,Central,Herbal tea,Lemon,10,30,30,40,22,865,33,22,55
2011-08-01,Wholesale,Central,Tea,Darjeeling,90,160,100,250,114,810,172,142,283
2011-08-01,Wholesale,Central,Tea,Earl Grey,90,150,100,240,116,678,161,142,275
2011-08-01,Wholesale,Central,Espresso,Decaf Espresso,50,70,20,120,49,414,60,11,108
2011-08-01,Wholesale,Central,Coffee,Amaretto,40,70,40,110,46,415,62,26,107
2011-08-01,Wholesale,Central,Coffee,Columbian,30,50,30,80,34,428,51,26,84
2011-08-01,Wholesale,Central,Coffee,Decaf Irish Cream,30,60,10,90,37,513,52,-15,88
2011-08-01,Wholesale,Central,Espresso,Caffe Mocha,160,180,120,340,145,1292,146,112,288
2011-08-01,Retail,Central,Herbal tea,Chamomile,40,70,50,110,47,366,79,57,125
2011-08-01,Retail,Central,Herbal tea,Lemon,50,80,70,130,63,864,91,87,153
2011-08-01,Retail,Central,Tea,Darjeeling,30,40,10,70,36,458,54,28,89
2011-08-01,Retail,Central,Tea,Earl Grey,30,60,10,90,44,617,61,-10,104
2011-08-01,Retail,Central,Espresso,Decaf Espresso,30,50,30,80,30,581,39,25,68
2011-08-01,Retail,Central,Coffee,Amaretto,60,80,30,140,63,397,77,29,139
2011-08-01,Retail,Central,Coffee,Columbian,140,190,60,330,133,705,184,48,314
2011-08-01,Retail,Central,Coffee,Decaf Irish Cream,100,140,90,240,99,565,132,101,229
2011-08-01,Retail,Central,Espresso,Caffe Mocha,110,150,100,260,103,1073,123,97,224
2011-08-01,Retail,East,Herbal tea,Lemon,50,70,30,120,72,606,88,39,159
2011-08-01,Retail,East,Herbal tea,Mint,30,50,30,80,50,1064,60,33,109
2011-08-01,Retail,East,Tea,Darjeeling,30,50,40,80,34,890,49,39,82
2011-08-01,Retail,East,Tea,Green Tea,20,30,20,50,19,811,28,17,47
2011-08-01,Retail,East,Espresso,Caffe Mocha,40,60,10,100,44,617,61,-11,104
2011-08-01,Retail,East,Espresso,Decaf Espresso,40,50,20,90,42,384,56,22,97
2011-08-01,Retail,East,Coffee,Columbian,80,130,90,210,90,1139,135,104,223
2011-08-01,Wholesale,East,Herbal tea,Chamomile,20,30,20,50,30,581,39,25,68
2011-08-01,Wholesale,East,Herbal tea,Lemon,40,60,30,100,63,397,77,28,139
2011-08-01,Wholesale,East,Herbal tea,Mint,70,100,70,170,103,1073,123,97,224
2011-08-01,Wholesale,East,Tea,Darjeeling,40,80,60,120,46,880,68,61,113
2011-08-01,Wholesale,East,Tea,Green Tea,60,100,80,160,63,864,91,87,153
